Date	Town	State/Province	Latitude	Longitude	Number	Image
10941	05/30/23	Crosslake	MN	46.7	-94.1	1	
10942	05/30/23	Port Lavaca	TX	28.6	-96.6	1	
10943	05/30/23	West Palm Beach	FL	26.8	-80	2	
10944	05/30/23	Pequot Lakes	MN	46.6	-94.3	1	
10945	05/30/23	Howe	OK	35	-94.6	1	
10946	05/30/23	Rosengard	MB	49.5	-96.8	2	
10947	05/30/23	Belleville	IL	38.5	-90	1	
10948	05/30/23	La Mesa	CA	32.8	-117	1	
10949	05/30/23	Pequot Lakes	MN	46.7	-94.2	1	
10950	05/30/23	Plattsburg	MO	39.6	-94.4	1	
10951	05/30/23	Montgomery	TX	30.4	-95.8	1	
10952	05/30/23	Webster	TX	29.6	-95.1	3	
10953	05/30/23	Dallas	TX	32.9	-96.7	1	
10954	05/29/23	Dallas	TX	32.9	-96.7	1	
10955	05/29/23	Montr̩al	QC	45.6	-73.7	1	
10956	05/29/23	Winnipeg	MB	50	-97.1	1	
10957	05/29/23	West Palm Beach	FL	26.8	-80	1	
10958	05/29/23	Green Valley	AZ	31.9	-111	1	
10959	05/29/23	Mansfield	TX	32.6	-97.1	1	
10960	05/29/23	Antioch	IL	42.5	-88.1	1	
10961	05/29/23	Winnipeg	MB	49.9	-97.1	1	
10962	05/29/23	Trempealeau	WI	44	-91.4	1	
10963	05/29/23	Bay St Louis	MS	30.3	-89.3	1	
10964	05/29/23	Morden	MB	49.2	-98.1	1	
10965	05/29/23	Oceanside	CA	33.2	-117.3	1	
10966	05/29/23	Gilbert	MN	47.5	-92.4	1	
10967	05/29/23	Lockport	IL	41.6	-88.1	1	
10968	05/29/23	Kenora, Unorganized	ON	50	-94.7	1	
10969	05/29/23	Gulliver	MI	46.1	-86.1	1	
10970	05/29/23	Montgomery	TX	30.4	-95.8	3	
10971	05/29/23	Winnipeg	MB	49.9	-97.1	1	
10972	05/29/23	Houston	TX	29.7	-95.4	1	
10973	05/28/23	Clifford	ND	47.3	-97.4	1	
10974	05/28/23	West Palm Beach	FL	26.8	-80	1	
10975	05/28/23	Gainesville	FL	29.7	-82.4	3	
10976	05/28/23	Winnipeg	MB	49.8	-97.1	3	
10977	05/28/23	Winnipeg	MB	50	-97.1	1	
10978	05/28/23	Garson	MB	50	-96.7	1	
10979	05/28/23	Winnipeg	MB	49.9	-97.2	1	
10980	05/28/23	Oklahoma City	OK	35.5	-97.6	2	
10981	05/28/23	St Pierre-Jolys	MB	49.4	-97	3	
10982	05/28/23	West Pine Ridge	MB	50	-96.9	3	
10983	05/28/23	Barnesville	MN	46.7	-96.4	2	
10984	05/28/23	Bois Blanc Township	MI	45.7	-84.4	3	
10985	05/28/23	Morton Grove	IL	42	-87.8	1	
10986	05/27/23	Merrifield	MN	46.5	-94.2	1	
10987	05/27/23	Ukiah	CA	39.2	-123.2	1	
10988	05/27/23	Waconia	MN	44.8	-93.8	1	
10989	05/27/23	Moose Lake	MN	46.4	-92.7	1	
10990	05/27/23	Chardon	OH	41.6	-81.2	1	
10991	05/27/23	Morden	MB	49.2	-98.1	1	
10992	05/27/23	Winnipeg	MB	49.9	-97	1	
10993	05/27/23	Ozark	AR	35.4	-93.8	2	
10994	05/27/23	Boyne City	MI	45.2	-85	1	
10995	05/27/23	Dallas	TX	32.9	-96.7	1	
10996	05/26/23	Dallas	TX	32.9	-96.7	1	
10997	05/26/23	Toronto	ON	43.7	-79.4	1	
10998	05/26/23	Montpelier	OH	41.6	-84.6	1	
10999	05/26/23	Broken Arrow	OK	36.1	-95.7	1	
11000	05/26/23	West Palm Beach	FL	26.8	-80	1	
11001	05/26/23	Stillwater	MN	45.1	-92.9	1	
11002	05/26/23	Fertile	MN	47.6	-96.2	1	
11003	05/26/23	Mankato	MN	44.1	-94	1	
11004	05/26/23	Hudson	WI	45	-92.7	1	
11005	05/26/23	Northbrook	IL	42.1	-87.8	1	
11006	05/26/23	Brillion	WI	44.2	-88.1	1	
11007	05/25/23	West Palm Beach	FL	26.7	-80.3	1	
11008	05/25/23	Mt Airy	MD	39.4	-77.1	2	
11009	05/25/23	Mounds	OK	35.9	-95.9	2	
11010	05/25/23	West Palm Beach	FL	26.8	-80	1	
11011	05/25/23	Murrells Inlet	SC	33.6	-79.1	1	
11012	05/25/23	Marshalltown	IA	42	-92.9	1	
11013	05/25/23	Perry	IA	41.9	-94.1	2	
11014	05/25/23	South Jordan	UT	40.5	-112	1	
11015	05/25/23	Pittsburg	KS	37.4	-94.7	2	
11016	05/25/23	Oceanside	CA	33.2	-117.3	2	
11017	05/25/23	Vienna	VA	38.9	-77.3	1	
11018	05/25/23	Berwyn	IL	41.8	-87.8	1	
11019	05/25/23	New Berlin	IL	39.7	-89.9	2	
11020	05/25/23	Sugar Grove	IL	41.8	-88.5	1	
11021	05/25/23	Houston	TX	29.8	-95.4	1	
11022	05/24/23	West Palm Beach	FL	26.8	-80	1	
11023	05/24/23	Bloomfield	NJ	40.8	-74.2	1	
11024	05/24/23	Skidaway Island	GA	32	-81	2	
11025	05/24/23	Murrells Inlet	SC	33.5	-79	2	
11026	05/24/23	Toronto	ON	43.7	-79.4	1	
11027	05/24/23	Webster	TX	29.6	-95.1	1	
11028	05/24/23	Topeka	KS	39	-95.8	1	
11029	05/24/23	KCMO	MO	39.1	-94.6	1	
11030	05/24/23	Clemons	IA	42.2	-93.1	1	
11031	05/24/23	Hilton Head Island	SC	32.2	-80.7	3	
11032	05/23/23	Green Bay	WI	44.5	-88	1	
11033	05/23/23	Chicago	IL	41.9	-87.7	1	
11034	05/23/23	Grand Rapids	MI	43	-85.7	1	
11035	05/23/23	St Paul	MN	44.9	-93.2	1	
11036	05/23/23	West Palm Beach	FL	26.8	-80	1	
11037	05/23/23	St John	IN	41.5	-87.4	1	
11038	05/23/23	Itasca	IL	42	-88	1	
11039	05/23/23	Menomonie	WI	44.9	-91.9	1	
11040	05/23/23	Madison	WI	43	-89.4	2	
11041	05/23/23	Fridley	MN	45.1	-93.3	1	
11042	05/23/23	New Iberia	LA	30	-91.8	1	
11043	05/23/23	Menard	TX	30.6	-99.7	1	
11044	05/23/23	Eastpoint	FL	29.8	-84.8	1	
11045	05/23/23	Red Wing	MN	44.6	-92.6	1	
11046	05/23/23	Pittsburg	IL	37.8	-88.8	2	
11047	05/23/23	Attila	IL	37.8	-88.8	2	
11048	05/23/23	Pine City	MN	45.8	-93	1	
11049	05/23/23	Hammond	IN	41.6	-87.5	1	
11050	05/23/23	La Russell	MO	37.2	-94	1	
11051	05/23/23	Dallas	TX	32.9	-96.7	2	
11052	05/22/23	Dallas	TX	32.9	-96.7	1	
11053	05/22/23	Wichita	KS	37.7	-97.3	1	
11054	05/22/23	Cape Charles	VA	37.3	-76	1	
11055	05/22/23	Royal Oak	MI	42.5	-83.1	1	
11056	05/22/23	Kaukauna	WI	44.4	-88.2	1	
11057	05/22/23	West Palm Beach	FL	26.8	-80	1	
11058	05/22/23	Crystal Lake	IL	42.2	-88.4	1	
11059	05/22/23	Hempstead	TX	30.2	-96.1	1	
11060	05/22/23	Haverhill	IA	41.9	-93	5	
11061	05/22/23	Oklahoma City	OK	35.5	-97.6	2	
11062	05/21/23	Bellefontaine	OH	40.4	-83.7	1	
11063	05/21/23	West Chicago	IL	41.9	-88.2	1	
11064	05/21/23	West Palm Beach	FL	26.8	-80	1	
11065	05/21/23	Gainesville	FL	29.7	-82.4	1	
11066	05/21/23	Alexander	NC	35.7	-82.6	1	
11067	05/21/23	Alexander	NC	35.7	-82.6	1	
11068	05/21/23	Bishopville	MD	38.4	-75.1	1	
11069	05/21/23	Atlanta	GA	33.9	-84.2	1	
11070	05/21/23	Caulfield	MO	36.6	-92	2	
11071	05/21/23	Cedar Lake	IN	41.4	-87.4	1	
11072	05/21/23	Chattanooga	TN	35.2	-85.3	1	
11073	05/21/23	Glendora	CA	34.1	-117.8	4	
11074	05/21/23	Sarnia	ON	43	-82.4	1	
11075	05/21/23	Evanston	IL	42.1	-87.7	1	
11076	05/21/23	Charleston	SC	32.7	-80	1	
11077	05/21/23	Carol Stream	IL	41.9	-88.1	2	
11078	05/21/23	Mooresville	NC	35.5	-80.8	1	
11079	05/21/23	Houston	TX	29.7	-95.4	1	
11080	05/21/23	Driftwood	TX	30.1	-98	9	
11081	05/21/23	Dallas	TX	32.9	-96.7	1	
11082	05/21/23	Caulfield	MO	36.6	-92	2	
11083	05/20/23	Houma	LA	29.6	-90.7	1	
11084	05/20/23	Gainesville	FL	29.7	-82.4	1	
11085	05/20/23	Martinez	GA	33.5	-82.1	2	
11086	05/20/23	Shakopee	MN	44.8	-93.5	1	
11087	05/20/23	Appleton	WI	44.2	-88.4	1	
11088	05/20/23	Liberty	MO	39.3	-94.4	1	
11089	05/20/23	Houston	TX	29.7	-95.4	1	
11090	05/20/23	Oak Park	IL	41.9	-87.8	1	
11091	05/20/23	Mansfield	TX	32.6	-97.1	1	
11092	05/20/23	Clarkfield	MN	44.8	-95.8	1	
11093	05/20/23	Edwardsville	KS	39.1	-94.8	1	
11094	05/20/23	Tucson	AZ	32.1	-110.8	1	
11095	05/20/23	Hobe Sound	FL	27.1	-80.1	3	
11096	05/20/23	Dallas	TX	32.9	-96.7	3	
11097	05/19/23	Brownsburg	IN	39.8	-86.4	1	
11098	05/19/23	Bay St Louis	MS	30.3	-89.3	1	
11099	05/19/23	Madison	WI	43	-89.4	1	
11100	05/19/23	Imperial Beach	CA	32.6	-117.1	1	
11101	05/19/23	Ozark	AR	35.4	-93.8	3	
11102	05/19/23	Madison	VA	38.4	-78.3	1	
11103	05/19/23	Clemons	IA	42.2	-93.1	2	
11104	05/19/23	Berwyn	IL	41.8	-87.8	1	
11105	05/18/23	West Palm Beach	FL	26.8	-80	1	
11106	05/18/23	Delano	TN	35.3	-84.6	1	
11107	05/18/23	Beverly Hills	FL	28.9	-82.4	3	
11108	05/18/23	Alexander	NC	35.7	-82.6	1	
11109	05/18/23	Mahomet	IL	40.2	-88.4	1	
11110	05/18/23	Carmel	IN	39.9	-86.2	3	
11111	05/18/23	Bishopville	MD	38.4	-75.1	1	
11112	05/18/23	Boone	NC	36.2	-81.7	2	
11113	05/18/23	Apex	NC	35.7	-78.8	1	
11114	05/18/23	Belleville	IL	38.5	-90	1	
11115	05/18/23	Apex	NC	35.8	-78.9	1	
11116	05/18/23	Dallas	TX	32.9	-96.7	5	
11117	05/17/23	Dallas	TX	32.9	-96.7	1	
11118	05/17/23	Chapel Hill	NC	35.9	-79.1	1	
11119	05/17/23	Northfield	MN	44.5	-93.1	1	
11120	05/17/23	Alexander	NC	35.7	-82.6	1	
11121	05/17/23	Savannah	GA	31.9	-81.1	1	
11122	05/17/23	Indianola	IA	41.4	-93.6	1	
11123	05/17/23	Dallas	TX	32.7	-96.8	1	
11124	05/17/23	McKinney	TX	33.2	-96.7	1	
11125	05/17/23	Kingfisher	OK	35.9	-97.9	2	
11126	05/17/23	Oklahoma City	OK	35.5	-97.5	1	
11127	05/17/23	Decatur	AL	34.6	-87	14	
11128	05/16/23	St Leonard	MD	38.5	-76.5	1	
11129	05/16/23	West Palm Beach	FL	26.8	-80	1	
11130	05/16/23	Lewes	DE	38.8	-75.1	1	
11131	05/16/23	Waconia	MN	44.8	-93.8	1	
11132	05/16/23	Canyon Lake	TX	29.9	-98.2	1	
11133	05/16/23	Encinitas	CA	33	-117.3	1	
11134	05/16/23	Jefferson City	MO	38.6	-92.2	1	
11135	05/16/23	Chatham	IL	39.7	-89.7	1	
11136	05/15/23	Omaha	NE	41.2	-96.2	1	
11137	05/15/23	West Palm Beach	FL	26.8	-80	1	
11138	05/15/23	Lawrenceville	GA	33.9	-84.1	1	
11139	05/15/23	Rockport	TX	28	-97	1	
11140	05/15/23	Ratcliff	AR	35.3	-93.9	1	
11141	05/15/23	Lusby	MD	38.4	-76.5	1	
11142	05/15/23	Belleville	IL	38.6	-90	1	
11143	05/14/23	Poway	CA	33	-117	1	
11144	05/14/23	Lincoln	NE	40.7	-96.7	1	
11145	05/14/23	Covington	LA	30.5	-90.2	1	
11146	05/14/23	Orlando	FL	28.4	-81.4	2	
11147	05/14/23	Chelsea	OK	36.5	-95.4	1	
11148	05/14/23	Killeen	TX	31	-97.8	1	
11149	05/14/23	Lusby	MD	38.4	-76.5	1	
11150	05/13/23	Savannah	GA	31.9	-81	1	
11151	05/13/23	Chesterfield	MO	38.7	-90.6	1	
11152	05/13/23	Orlando	FL	28.4	-81.4	1	
11153	05/13/23	Dallas	TX	32.9	-96.7	1	
11154	05/12/23	Savannah	GA	32	-81.1	1	
11155	05/12/23	Francitas	TX	28.8	-96.3	1	
11156	05/12/23	York	PA	39.9	-76.7	1	
11157	05/12/23	Howe	OK	35	-94.6	1	
11158	05/12/23	Miami	FL	25.7	-80.2	1	
11159	05/12/23	Watonga	OK	35.8	-98.5	1	
11160	05/12/23	Lusby	MD	38.4	-76.5	2	
11161	05/11/23	Clayton	GA	34.9	-83.5	1	
11162	05/11/23	West Palm Beach	FL	26.8	-80	2	
11163	05/11/23	Des Moines	IA	41.6	-93.7	1	
11164	05/11/23	Skidaway Island	GA	31.9	-81.1	2	
11165	05/11/23	Nebraska City	NE	40.7	-95.9	1	
11166	05/11/23	Oceanside	CA	33.2	-117.3	1	
11167	05/11/23	Canyon Lake	TX	29.9	-98.2	1	
11168	05/11/23	Lusby	MD	38.4	-76.5	1	
11169	05/11/23	Savannah	GA	31.9	-81.1	2	
11170	05/11/23	Omaha	NE	41.2	-96	1	
11171	05/11/23	Hartley	IA	43.1	-95.4	3	
11172	05/11/23	Sugar Land	TX	29.6	-95.6	1	
11173	05/11/23	Manchester	IA	42.5	-91.4	1	
11174	05/11/23	Highland	WI	43.1	-90.4	2	
11175	05/11/23	Hempstead	TX	30.2	-96.1	1	
11176	05/11/23	Kelowna	BC	50	-119.5	1	
11177	05/11/23	Dallas	TX	32.9	-96.7	1	
11178	05/10/23	West Palm Beach	FL	26.8	-80	2	
11179	05/10/23	Farmington	MO	37.7	-90.4	1	
11180	05/10/23	Wahoo	NE	41.2	-96.6	1	
11181	05/10/23	Goodyear	AZ	33.4	-112.4	1	
11182	05/10/23	Attila	IL	37.8	-88.8	2	
11183	05/10/23	Panama City Beach	FL	30.3	-86	1	
11184	05/10/23	Waverly	IL	39.6	-90	1	
11185	05/10/23	Houston	TX	29.6	-95.2	1	
11186	05/10/23	Camarillo	CA	34.2	-118.9	1	
11187	05/10/23	Lusby	MD	38.4	-76.5	1	
11188	05/10/23	Chattanooga	TN	35.2	-85.3	1	
11189	05/09/23	West Palm Beach	FL	26.8	-80	2	
11190	05/09/23	Mandeville	LA	30.4	-90.1	1	
11191	05/09/23	Plano	TX	33	-96.8	1	
11192	05/09/23	Miami	FL	25.7	-80.2	2	
11193	05/09/23	Salina	KS	38.8	-97.6	1	
11194	05/09/23	San Diego	TX	27.9	-98.4	1	
11195	05/08/23	Wellington	FL	26.7	-80.3	1	
11196	05/08/23	West Palm Beach	FL	26.8	-80	2	
11197	05/08/23	Pittsburg	KS	37.4	-94.7	1	
11198	05/08/23	Oceanside	CA	33.2	-117.3	1	
11199	05/08/23	Ooltewah	TN	35.1	-85.1	1	
11200	05/08/23	Windsor Heights	IA	41.6	-93.7	1	
11201	05/08/23	Oklahoma City	OK	35.5	-97.5	1	
11202	05/08/23	Lusby	MD	38.4	-76.5	3	
11203	05/08/23	Wahoo	NE	41.2	-96.6	3	
11204	05/08/23	Omaha	NE	41.2	-96.1	2	
11205	05/08/23	Phillips	NE	40.9	-98.2	8	
11206	05/08/23	Canyon Lake	TX	29.9	-98.2	1	
11207	05/08/23	Houston	MO	37.3	-91.9	2	
11208	05/07/23	Destin	FL	30.4	-86.4	1	
11209	05/07/23	Kenosha	WI	42.5	-87.8	1	
11210	05/07/23	West Palm Beach	FL	26.8	-80	2	
11211	05/07/23	Midlothian	TX	32.5	-97	1	
11212	05/07/23	Beverly Hills	FL	28.9	-82.5	1	
11213	05/07/23	Lusby	MD	38.4	-76.5	4	
11214	05/07/23	Wake Forest	NC	36	-78.6	1	
11215	05/07/23	Des Moines	IA	41.6	-93.6	1	
11216	05/07/23	Mountain View	CA	37.4	-122.1	12	
11217	05/07/23	Overland Park	KS	38.9	-94.7	1	
11218	05/07/23	Bethel Acres	OK	35.3	-97	1	
11219	05/07/23	Wellington	FL	26.7	-80.3	1	
11220	05/07/23	Oklahoma City	OK	35.5	-97.6	1	
11221	05/07/23	Calera	OK	33.9	-96.4	1	
11222	05/07/23	Montgomery	TX	30.4	-95.8	1	
11223	05/07/23	Jacksonville	FL	30.3	-81.5	2	
11224	05/07/23	Dallas	TX	32.9	-96.7	1	
11225	05/06/23	Chelsea	OK	36.5	-95.4	1	
11226	05/06/23	West Palm Beach	FL	26.8	-80	2	
11227	05/06/23	Tabernacle	NJ	39.8	-74.7	1	
11228	05/06/23	Wichita	KS	37.7	-97.4	6	
11229	05/06/23	Calera	OK	33.9	-96.4	1	
11230	05/06/23	Rosemont	IL	42	-87.9	1	
11231	05/05/23	Weimar	TX	29.6	-96.7	1	
11232	05/05/23	Chapel Hill	NC	35.9	-79	1	
11233	05/05/23	Kingsland	GA	30.8	-81.6	1	
11234	05/05/23	West Palm Beach	FL	26.8	-80	3	
11235	05/05/23	Plano	TX	33.1	-96.8	2	
11236	05/05/23	Tulsa	OK	36.1	-96	2	
11237	05/05/23	Driftwood	TX	30.1	-98	5	
11238	05/05/23	Ocala	FL	29.2	-82.1	3	
11239	05/05/23	Perry Hall	MD	39.4	-76.4	1	
11240	05/05/23	Calera	OK	33.9	-96.4	3	
11241	05/05/23	Oklahoma City	OK	35.5	-97.5	2	
11242	05/05/23	Madison	VA	38.4	-78.3	1	
11243	05/05/23	Naples	FL	26.1	-81.8	1	
11244	05/05/23	Fuquay-Varina	NC	35.6	-78.8	1	
11245	05/05/23	Ozark	AR	35.4	-93.8	2	
11246	05/04/23	Brandon	FL	27.9	-82.3	1	
11247	05/04/23	West Palm Beach	FL	26.8	-80	2	
11248	05/04/23	San Diego	CA	32.9	-117.2	1	
11249	05/04/23	Canyon Lake	TX	29.9	-98.2	1	
11250	05/04/23	Driftwood	TX	30.1	-98	1	
11251	05/04/23	Edwardsville	IL	38.8	-90	4	
11252	05/04/23	Calera	OK	33.9	-96.4	2	
11253	05/04/23	Ozark	AR	35.4	-93.8	3	
11254	05/03/23	Farmington	MO	37.7	-90.4	2	
11255	05/03/23	Montgomery	TX	30.4	-95.8	2	
11256	05/03/23	Peabody	KS	38.2	-97.1	1	
11257	05/03/23	Dublin	TX	32.1	-98.4	1	
11258	05/03/23	Topeka	KS	39.1	-95.9	1	
11259	05/03/23	Seguin	TX	29.5	-98	2	
11260	05/03/23	Oklahoma City	OK	35.5	-97.5	1	
11261	05/03/23	Driftwood	TX	30.1	-98	1	
11262	05/03/23	Chapel Hill	NC	35.9	-79	1	
11263	05/03/23	Calera	OK	33.9	-96.4	1	
11264	05/02/23	Shawnee	OK	35.3	-97	2	
11265	05/02/23	Gainesville	FL	29.7	-82.4	1	
11266	05/02/23	Niceville	FL	30.5	-86.4	1	
11267	05/02/23	Seguin	TX	29.5	-98	1	
11268	05/02/23	Howe	OK	35	-94.6	1	
11269	05/02/23	Jourdanton	TX	28.9	-98.5	2	
11270	05/02/23	Apex	NC	35.8	-78.9	1	
11271	05/02/23	Montgomery	TX	30.4	-95.8	5	
11272	05/02/23	Pecos	TX	31.4	-103.4	1	
11273	05/02/23	Driftwood	TX	30.1	-98	1	
11274	05/02/23	Calera	OK	33.9	-96.4	3	
11275	05/01/23	Francitas	TX	28.8	-96.3	2	
11276	05/01/23	Hilton Head Island	SC	32.2	-80.8	1	
11277	05/01/23	Savannah	GA	32	-81.1	1	
11278	05/01/23	Canyon Lake	TX	29.9	-98.2	1	
11279	05/01/23	Mansfield	TX	32.6	-97.1	3	
11280	05/01/23	Driftwood	TX	30.1	-98	4	
11281	05/01/23	Montgomery	TX	30.4	-95.8	5	
11282	05/01/23	Peabody	KS	38.2	-97.1	2	
11283	05/01/23	Calera	OK	33.9	-96.4	4	
11284	05/01/23	Houston	TX	29.8	-95.4	1	
11285	05/01/23	Houston	TX	29.7	-95.4	1	
11286	05/01/23	Dallas	TX	32.9	-96.7	1	
11287	04/30/23	Dallas	TX	32.9	-96.7	2	
11288	04/30/23	Port Lavaca	TX	28.6	-96.6	2	
11289	04/30/23	Dublin	TX	32.1	-98.4	2	
11290	04/30/23	Norman	OK	35.2	-97.4	1	
11291	04/30/23	Chelsea	OK	36.5	-95.4	1	
11292	04/30/23	Edmond	OK	35.6	-97.4	1	
11293	04/30/23	Montgomery	TX	30.4	-95.8	6	
11294	04/30/23	Driftwood	TX	30.1	-98	3	
11295	04/29/23	Chelsea	OK	36.5	-95.4	2	
11296	04/28/23	Bay St Louis	MS	30.3	-89.3	1	
11297	04/28/23	Old River-Winfree	TX	29.9	-94.8	1	
11298	04/28/23	Mounds	OK	35.9	-95.9	3	
11299	04/28/23	Beaufort	SC	32.5	-80.7	1	
11300	04/28/23	Damiansville	IL	38.5	-89.6	1	
11301	04/28/23	Houston	TX	29.8	-95.6	1	
11302	04/28/23	Driftwood	TX	30.1	-98	7	
11303	04/28/23	Flat Rock	NC	35.3	-82.4	1	
11304	04/28/23	Dallas	TX	32.9	-96.7	2	
11305	04/27/23	Mcveytown	PA	40.5	-77.8	0	
11306	04/27/23	Wichita	KS	37.7	-97.3	5	
11307	04/27/23	Marble Falls	TX	30.6	-98.3	2	
11308	04/27/23	Omaha	NE	41.3	-95.9	3	
11309	04/27/23	Mesquite	TX	32.8	-96.6	1	
11310	04/27/23	Little Sioux	IA	41.8	-96	1	
11311	04/27/23	Fernandina Beach	FL	30.7	-81.5	2	
11312	04/27/23	Reston	VA	39	-77.4	1	
11313	04/27/23	Spring Branch	TX	29.9	-98.5	3	
11314	04/27/23	Houston	TX	29.7	-95.4	1	
11315	04/26/23	Francitas	TX	28.8	-96.3	1	
11316	04/26/23	Bay St Louis	MS	30.3	-89.3	1	
11317	04/26/23	Madison	VA	38.4	-78.3	1	
11318	04/26/23	Bishopville	MD	38.4	-75.1	2	
11319	04/26/23	Fort Worth	TX	32.7	-97.3	1	
11320	04/26/23	Driftwood	TX	30.1	-98	5	
11321	04/26/23	Centertown	MO	38.7	-92.4	1	
11322	04/25/23	San Diego	CA	32.8	-117.2	1	
11323	04/25/23	Venice	FL	27	-82.4	1	
11324	04/25/23	Philadelphia	PA	40.1	-75.1	1	
11325	04/25/23	Wellington	FL	26.7	-80.3	1	
11326	04/25/23	Fairhope	AL	30.4	-87.8	1	
11327	04/25/23	Driftwood	TX	30.1	-98	1	
11328	04/25/23	Houston	TX	29.8	-95.4	2	
11329	04/24/23	Nashville	TN	36.1	-86.7	1	
11330	04/24/23	West Palm Beach	FL	26.8	-80	1	
11331	04/24/23	Lake Havasu City	AZ	34.5	-114.3	1	
11332	04/24/23	Los Angeles	CA	34.2	-118.7	2	
11333	04/24/23	Mounds	OK	35.9	-96.1	4	
11334	04/24/23	Thibodaux	LA	29.8	-90.8	2	
11335	04/24/23	Montgomery	TX	30.4	-95.8	3	
11336	04/24/23	Driftwood	TX	30.1	-98	2	
11337	04/24/23	West Palm Beach	FL	26.7	-80.3	1	
11338	04/24/23	Houston	TX	29.8	-95.4	1	
11339	04/24/23	Houston	TX	29.8	-95.4	1	
11340	04/23/23	West Palm Beach	FL	26.8	-80	1	
11341	04/23/23	New Bern	NC	35	-77	2	
11342	04/23/23	Peabody	KS	38.2	-97.1	5	
11343	04/23/23	Mounds	OK	35.9	-96	3	
11344	04/23/23	Melbourne	FL	28.2	-80.6	1	
11345	04/23/23	Mirage	KS	39.6	-101.2	1	
11346	04/22/23	Dublin	TX	32.1	-98.4	1	
11347	04/22/23	Rockport	TX	28.1	-97.1	1	
11348	04/22/23	West Palm Beach	FL	26.8	-80	1	
11349	04/22/23	Mobile	AL	30.7	-88.1	1	
11350	04/22/23	Mountain View	CA	37.4	-122.1	15	
11351	04/22/23	Wichita	KS	37.7	-97.5	6	
11352	04/22/23	New Bern	NC	35	-77	1	
11353	04/22/23	Monticello	AR	33.7	-91.9	1	
11354	04/22/23	Dripping Springs	TX	30.2	-98.2	1	
11355	04/22/23	Mcveytown	PA	40.5	-77.8	0	
11356	04/21/23	Peabody	KS	38.2	-97.1	1	
11357	04/21/23	West Palm Beach	FL	26.8	-80	1	
11358	04/21/23	Okatie	SC	32.3	-81	2	
11359	04/21/23	Mansfield	TX	32.6	-97.1	1	
11360	04/21/23	Wichita	KS	37.7	-97.3	4	
11361	04/21/23	Kenansville	NC	35	-77.9	2	
11362	04/21/23	Howe	OK	35	-94.6	1	
11363	04/21/23	Wichita	KS	37.7	-97.3	1	
11364	04/21/23	Cookville	TX	33.2	-94.8	1	
11365	04/21/23	Joplin	MO	37.1	-94.6	1	
11366	04/21/23	Glen Rose	TX	32.2	-97.8	1	
11367	04/21/23	Driftwood	TX	30.1	-98	6	
11368	04/21/23	Dublin	TX	32.1	-98.4	1	
11369	04/21/23	Folsom	CA	38.7	-121.2	1	
11370	04/21/23	Montgomery	TX	30.4	-95.8	5	
11371	04/21/23	Montgomery	TX	30.4	-95.8	1	
11372	04/21/23	Ozark	AR	35.4	-93.8	4	
11373	04/21/23	Hilton Head Island	SC	32.2	-80.8	1	
11374	04/21/23	Tate City	GA	34.9	-83.5	1	
11375	04/20/23	Port Lavaca	TX	28.6	-96.6	1	
11376	04/20/23	West Palm Beach	FL	26.8	-80	1	
11377	04/20/23	The Villages	FL	28.9	-82	6	
11378	04/20/23	Oklahoma City	OK	35.5	-97.5	1	
11379	04/20/23	Oklahoma City	OK	35.5	-97.6	1	
11380	04/20/23	Oklahoma City	OK	35.5	-97.6	1	
11381	04/20/23	Santa Ana	CA	33.8	-117.8	1	
11382	04/20/23	Bluffton	SC	32.3	-80.9	1	
11383	04/20/23	Francitas	TX	28.8	-96.3	1	
11384	04/20/23	Venice	FL	27	-82.4	1	
11385	04/20/23	Glen Rose	TX	32.2	-97.8	1	
11386	04/20/23	Wichita	KS	37.7	-97.3	7	
11387	04/20/23	Rockport	TX	28.1	-97	1	
11388	04/20/23	Dublin	TX	32.1	-98.4	1	
11389	04/20/23	Driftwood	TX	30.1	-98	4	
11390	04/20/23	Driftwood	TX	30.1	-98	3	
11391	04/20/23	Driftwood	TX	30.1	-98	2	
11392	04/20/23	Houston	TX	29.8	-95.4	1	
11393	04/20/23	Edinburgh	IN	39.4	-86	1	
11394	04/20/23	Dallas	TX	32.9	-96.7	1	
11395	04/19/23	Greenwood	IN	39.6	-86.1	1	
11396	04/19/23	Bryan	TX	30.8	-96.3	1	
11397	04/19/23	Ozark	AR	35.4	-93.8	1	
11398	04/19/23	Wichita	KS	37.7	-97.3	1	
11399	04/19/23	West Palm Beach	FL	26.8	-80	1	
11400	04/19/23	Springfield	MO	37.2	-93.3	1	
11401	04/19/23	Driftwood	TX	30.1	-98	3	
11402	04/19/23	Dublin	TX	32.1	-98.4	1	
11403	04/19/23	Miami	OK	36.9	-94.8	1	
11404	04/19/23	Covina	CA	34.1	-117.9	1	
11405	04/19/23	Houston	TX	29.7	-95.4	1	
11406	04/19/23	Rome	GA	34.2	-85.2	2	
11407	04/18/23	Tulsa	OK	36.1	-95.9	1	
11408	04/18/23	Jacksonville	FL	30.3	-81.7	1	
11409	04/18/23	Wichita	KS	37.7	-97.3	1	
11410	04/18/23	Howe	OK	35	-94.6	1	
11411	04/18/23	Tulsa	OK	36.1	-95.9	1	
11412	04/18/23	Montgomery	TX	30.4	-95.8	6	
11413	04/18/23	Lexington	KY	38	-84.6	1	
11414	04/18/23	Raleigh	NC	36	-78.7	2	
11415	04/18/23	Eustis	FL	28.9	-81.7	2	
