Date,Town,State/Province,Latitude,Longitude,Number,Image
3293,09/17/14,Newport News,VA,37.1,-76.5,1
3294,09/17/14,Lake Luzerne,NY,43.3,-73.8,1
3295,09/17/14,Detroit,MI,42.3,-83.1,2
3296,09/17/14,Menard,TX,30.9,-99.8,1
3297,09/17/14,Cub Run,KY,37.3,-86.1,2
3298,09/17/14,Chicago,IL,41.9,-87.6,3
3299,09/17/14,Chicago,IL,41.9,-87.6,1
3300,09/17/14,Montgomery Village,MD,39.2,-77.2,1
3301,09/17/14,Kirksville,MO,40.2,-92.6,2
3302,09/17/14,Sydenham,ON,44.4,-76.6,1
3303,09/17/14,Hanson,KY,37.4,-87.4,3
3304,09/17/14,Beaver Falls,PA,40.8,-80.4,2
3305,09/17/14,Moline,IL,41.5,-90.5,2
3306,09/17/14,Lansing,IL,41.6,-87.5,1
3307,09/17/14,Wyandotte,MI,42.2,-83.2,6
3308,09/17/14,GRAND RAPIDS,MN,47.2,-93.6,2
3309,09/17/14,Durham,NC,36,-78.9,2
3310,09/17/14,Toronto,ON,43.7,-79.4,1
3311,09/17/14,Severn Bridge,ON,44.8,-79.3,3
3312,09/17/14,Lykens,PA,40.6,-76.7,1
3313,09/17/14,Schererville,IN,41.5,-87.5,1
3314,09/17/14,Holyoke,MA,42.2,-72.6,1
3315,09/17/14,Grosse Pointe Woods,MI,42.7,-82.8,10
3316,09/17/14,Kerrville,TX,30,-99.1,1
3317,09/17/14,Chicago,IL,41.9,-87.6,3
3318,09/17/14,Holton,KS,39.4,-95.8,10
3319,09/17/14,Holyoke,MA,42.2,-72.6,1
3320,09/17/14,Wisconsin Rapids,WI,44.3,-89.7,2
3321,09/17/14,Pascagoula,MS,30.4,-88.6,1
3322,09/17/14,Big Bend National Park,TX,29.3,-103.3,6
3323,09/17/14,Connellsville,PA,40,-79.6,11
3324,09/17/14,Hudson,QC,45.5,-74.1,1
3325,09/16/14,Rye,NH,43,-70.8,2
3326,09/16/14,Moline,IL,41.5,-90.5,1
3327,09/16/14,Sister Bay,WI,45.2,-87.1,2
3328,09/16/14,Clarkston,MI,42.7,-83.4,1
3329,09/16/14,Glen Mills,PA,39.9,-75.5,2
3330,09/16/14,Marble Falls,TX,30.6,-98.2,1
3331,09/16/14,stockbridge,VT,43.8,-72.8,1
3332,09/16/14,austin,TX,30.2,-97.7,2
3333,09/16/14,Parry Sound,ON,45.4,-80,4
3334,09/16/14,Brenham,TX,30.2,-96.4,1
3335,09/16/14,Moline,IL,41.5,-90.5,1
3336,09/16/14,ottawa,ON,45.3,-75.8,1
3337,09/16/14,Fort Wayne,IN,41.1,-85.2,2
3338,09/16/14,Prairie Ridge Ecostation,NC,35.8,-78.6,9
3339,09/16/14,Fort Valley,VA,38.8,-78.4,1
3340,09/16/14,Richelieu,QC,45.5,-73.3,1
3341,09/16/14,Topeka,KS,39.1,-95.7,8
3342,09/16/14,Ruckersville,VA,38.2,-78.4,3
3343,09/16/14,Beltsville,MD,39,-76.9,2
3344,09/16/14,Decatur,IL,39.8,-88.9,3
3345,09/16/14,Blind Sodus Bay,NY,43.3,-76.7,2
3346,09/16/14,Port Staley,ON,42.7,-81.2,12
3347,09/16/14,willis,TX,30.4,-95.5,1
3348,09/16/14,Morrisdale,PA,41,-78.2,6
3349,09/16/14,king george,VA,38.3,-77.1,1
3350,09/16/14,Minneapolis,MN,45,-93.3,3
3351,09/16/14,BATTLE CREEK,MI,42.3,-85.2,1
3352,09/16/14,Bushnell,SD,44.3,-96.6,15
3353,09/16/14,District of Muskoka,ON,45.2,-79.3,5
3354,09/16/14,Black Mountain,NC,35.6,-82.3,1
3355,09/16/14,Lake,MI,43.9,-85,1
3356,09/16/14,Midland,MI,43.6,-84.3,6
3357,09/16/14,Kansas City,MO,39.2,-94.6,3
3358,09/16/14,Grand Rapids,MI,42.9,-85.6,6
3359,09/16/14,Metairie,LA,30,-90.2,1
3360,09/16/14,Buffalo Grove,IL,42.2,-88,14
3361,09/16/14,Gurney,ON,48.9,-87.9,2
3362,09/16/14,Chatham,ON,42.4,-82.2,7
3363,09/16/14,West Bend,WI,43.4,-88.2,4
3364,09/16/14,Grapevine,TX,32.9,-97.1,2
3365,09/16/14,Lykens,PA,40.6,-76.7,1
3366,09/16/14,Arlington Heights,IL,42.1,-88,2
3367,09/16/14,"Port Carling, Muskoka",ON,45.1,-79.6,1
3368,09/16/14,Inman,SC,35.1,-82.1,1
3369,09/16/14,East Lansing,MI,42.8,-84.4,1
3370,09/16/14,Windcrest,TX,29.5,-98.4,2
3371,09/16/14,Springfield,MO,37.2,-93.3,3
3372,09/16/14,Land O Lakes,WI,46.2,-89.4,2
3373,09/16/14,Leonia,NJ,40.9,-74,1
3374,09/16/14,Maidstone,ON,42.2,-82.9,1
3375,09/16/14,Austin,TX,30.2,-97.7,3
3376,09/16/14,Oak Creek,WI,42.9,-87.9,4
3377,09/16/14,Toronto,ON,43.7,-79.4,1
3378,09/16/14,Wood Dale,IL,42,-88,1
3379,09/16/14,Abilene,TX,32.5,-99.7,4
3380,09/16/14,OXFORD,MI,42.8,-83.2,1
3381,09/16/14,Ottumwa,IA,41,-92.4,1
3382,09/16/14,Stoughton,MA,42.1,-71.2,1
3383,09/16/14,Lombard,IL,41.9,-88,2
3384,09/16/14,Belmont,MI,43.1,-85.6,1
3385,09/16/14,Osceola,WI,45.3,-92.7,1
3386,09/16/14,Barrington,IL,42.2,-88.2,1
3387,09/16/14,Vienna,VA,38.9,-77.3,1
3388,09/16/14,Magnolia,MS,31.1,-90.5,1
3389,09/16/14,Hudson,WI,45,-92.7,2
3390,09/16/14,Bay City,MI,43.6,-84,5
3391,09/16/14,Northfield,MN,44.5,-93.2,1
3392,09/16/14,Durham,NC,36,-78.9,2
3393,09/16/14,West Bloomfield,MI,42.5,-83.4,2
3394,09/16/14,Belmont,MI,43.1,-85.6,1
3395,09/16/14,Charlotte,NC,35.2,-80.8,1
3396,09/16/14,Fishersville,VA,38.1,-79,1
3397,09/16/14,Holyoke,MA,42.2,-72.6,1
3398,09/16/14,Chicopee,MA,42.1,-72.6,1
3399,09/16/14,Washington,DC,38.9,-77,1
3400,09/16/14,Austin,TX,30.2,-97.7,2
3401,09/16/14,Wisconsin Rapids,WI,44.3,-89.7,2
3402,09/16/14,Big Bend National Park,TX,29.3,-103.3,1
3403,09/16/14,Chalk Mountain,TX,32.1,-97.9,3
3404,09/16/14,Connellsville,PA,40,-79.6,12
3405,09/16/14,Bellefonte,PA,40.9,-77.7,6
3406,09/16/14,Los Alamos,NM,35.9,-106.3,1
3407,09/16/14,Los Alamos,NM,35.9,-106.3,1
3408,09/16/14,Two Rivers,WI,44.2,-87.6,24
3409,09/15/14,Cato,NY,43.2,-76.6,1
3410,09/15/14,Cape May,NJ,39,-74.9,5
3411,09/15/14,Camden,ME,44.2,-69.1,1
3412,09/15/14,Cleveland Heights,OH,41.5,-81.6,1
3413,09/15/14,Allen,TX,33.1,-96.6,1
3414,09/15/14,WHITEHALL,PA,40.7,-75.5,1
3415,09/15/14,Flesherton,ON,44.3,-80.6,1
3416,09/15/14,Richelieu,QC,45.5,-73.3,2
3417,09/15/14,Topeka,KS,39.1,-95.7,6
3418,09/15/14,Keysville,VA,37,-78.5,1
3419,09/15/14,Thurmont,MD,39.6,-77.4,1
3420,09/15/14,Newport News,VA,37.1,-76.5,2
3421,09/15/14,San Antonio,TX,29.5,-98.5,1
3422,09/15/14,Carbondale,IL,37.7,-89.2,1
3423,09/15/14,Meridian,PA,40.8,-80,3
3424,09/15/14,Lyme,NH,43.8,-72.2,1
3425,09/15/14,Boerne,TX,29.8,-98.8,1
3426,09/15/14,Brookeville,MD,39.2,-77.1,3
3427,09/15/14,Mississauga,ON,43.6,-79.7,8
3428,09/15/14,Kerrville,TX,30,-99.1,3
3429,09/15/14,Beltsville,MD,39,-76.9,2
3430,09/15/14,Lakeway,TX,29.6,-98.4,1
3431,09/15/14,Hackensack,NJ,40.9,-74,1
3432,09/15/14,Minnetonka,MN,44.9,-93.5,2
3433,09/15/14,Canyon Lake,TX,29.9,-98.3,2
3434,09/15/14,Burlington,VT,44.5,-73.2,1
3435,09/15/14,Mesa,AZ,33.4,-111.8,5
3436,09/15/14,Chantilly,VA,38.9,-77.5,5
3437,09/15/14,Wisconsin Rapids,WI,44.3,-89.7,1
3438,09/15/14,Rochester,NY,43.2,-77.6,1
3439,09/15/14,Eagle Pass,TX,28.6,-100.3,1
3440,09/15/14,Jordan,NY,43.1,-76.5,1
3441,09/15/14,Gouldsboro,ME,44.5,-68,5
3442,09/15/14,Fort Wayne,IN,41.1,-85.2,1
3443,09/15/14,Anna,TX,33.3,-96.6,6
3444,09/15/14,Middletown,IN,40,-85.5,12
3445,09/15/14,east liverpool,OH,40.7,-80.6,1
3446,09/15/14,Lykens,PA,40.6,-76.7,1
3447,09/15/14,Allen,TX,33.1,-96.6,1
3448,09/15/14,Washington,DC,38.9,-77,1
3449,09/15/14,Carmel,IN,40,-86.2,2
3450,09/15/14,Emmett,KS,39.3,-96.1,10
3451,09/15/14,Holland,MI,42.7,-86.1,100
3452,09/15/14,Austin,TX,30.2,-97.9,1
3453,09/15/14,Welland,ON,43,-79.3,2
3454,09/15/14,Decatur,GA,33.8,-84.3,1
3455,09/15/14,Hays,NC,36.4,-81.1,2
3456,09/15/14,Hanover,NH,43.7,-72.3,2
3457,09/15/14,Philadelphia,PA,40.1,-75,1
3458,09/15/14,Springfield,MO,37.2,-93.3,2
3459,09/15/14,Brownsville,TN,35.6,-89.3,11
3460,09/15/14,Belmont,MI,43.1,-85.6,1
3461,09/15/14,Austin,TX,30.2,-97.7,1
3462,09/15/14,Kingston,NY,42,-74.1,2
3463,09/15/14,Connellsville,PA,40,-79.6,4
3464,09/15/14,Del Valle,TX,30.2,-97.6,3
3465,09/15/14,Saint Peter,MN,44.3,-94,3
3466,09/14/14,Woodbourne,NY,41.8,-74.6,1
3467,09/14/14,Pawleys Island,SC,33.4,-79.2,1
3468,09/14/14,Joliet,IL,41.5,-88.1,1
3469,09/14/14,Wauwatosa,WI,43,-88,6
3470,09/14/14,Lexington,KY,38,-84.5,1
3471,09/14/14,Saint Catharines,ON,43.2,-79.2,2
3472,09/14/14,Metairie,LA,30,-90.2,1
3473,09/14/14,Omaha,NE,41.3,-95.9,30
3474,09/14/14,Minnetonka,MN,44.9,-93.5,5
3475,09/14/14,guilford,CT,41.3,-72.7,1
3476,09/14/14,Ellicott City,MD,39.3,-76.8,3
3477,09/14/14,McKinney,TX,33.2,-96.6,1
3478,09/14/14,Saint Marys,KS,39.2,-96.1,2
3479,09/14/14,Mountain View,CA,37.4,-122.1,1
3480,09/14/14,Green Bay,WI,44.5,-88,1
3481,09/14/14,Moline,IL,41.5,-90.5,2
3482,09/14/14,San Antonio,TX,29.5,-98.5,1
3483,09/14/14,Holt,MI,42.6,-84.5,3
3484,09/14/14,Allenton,WI,43.5,-88.4,6
3485,09/14/14,Harrisville,MI,44.6,-83.4,27
3486,09/14/14,san antonio,TX,29.5,-98.5,4
3487,09/14/14,North Charleston,SC,32.9,-80,1
3488,09/14/14,Ringwood,NJ,41.1,-74.3,1
3489,09/14/14,Goshen,IN,41.6,-85.8,1
3490,09/14/14,"Monhegan Island, Me",ME,39,-84.6,4
3491,09/14/14,Barrington,IL,42.2,-88.2,4
3492,09/14/14,Newtown,CT,41.4,-73.3,1
3493,09/14/14,Oakville,ON,43.5,-79.7,15
3494,09/14/14,Minneapolis,MN,45,-93.3,6
3495,09/14/14,Brandon,SD,43.6,-96.6,4
3496,09/14/14,Robert Moses Beach Babylon NY,NY,40.6,-73.3,24
3497,09/14/14,Chatham,ON,42.4,-82.2,4
3498,09/14/14,Lombard,IL,41.9,-88,1
3499,09/14/14,London,ON,43,-81.2,2
3500,09/14/14,Montello,WI,43.8,-89.4,10
3501,09/14/14,Muskego,WI,42.9,-88.1,6
3502,09/14/14,Tangier Island,VA,39.2,-77.6,3
3503,09/14/14,Garland,TX,32.9,-96.6,1
3504,09/14/14,Leamington,ON,42.1,-82.6,28
3505,09/14/14,Garland,TX,32.9,-96.6,1
3506,09/14/14,Wyoming,ON,43,-82.1,1
3507,09/14/14,Wauwatosa,WI,43,-88,8
3508,09/14/14,Indianapolis,IN,39.8,-86.1,4
3509,09/14/14,Omaha,NE,41.3,-95.9,5
3510,09/14/14,Prairie View,IL,42.2,-88,3
3511,09/14/14,Genesee,WI,42.9,-88.4,1
3512,09/14/14,WHITEHALL,PA,40.7,-75.5,5
3513,09/14/14,Prior Lake,MN,44.7,-93.4,1
3514,09/14/14,Madison,WI,43.1,-89.3,5
3515,09/14/14,Copperas Cove,TX,31.3,-98.1,1
3516,09/14/14,Newport News,VA,37.1,-76.5,1
3517,09/14/14,East Grand Rapids,MI,42.9,-85.6,1
3518,09/14/14,Fort Wayne,IN,41.1,-85.2,1
3519,09/14/14,Albion,NE,41.7,-98,10
3520,09/14/14,Maidstone,ON,42.2,-82.9,2
3521,09/14/14,Lexington,OK,35,-97.2,1
3522,09/14/14,stockbridge,GA,33.6,-84.2,1
3523,09/14/14,Whiting,NJ,40,-74.4,3
3524,09/14/14,Dalton,GA,34.8,-84.9,3
3525,09/14/14,Norfolk,VA,36.9,-76.3,2
3526,09/14/14,Norfolk,VA,36.9,-76.3,2
3527,09/14/14,plattsmouth,NE,41,-96,20
3528,09/14/14,Sherwood,WI,44.1,-88.3,6
3529,09/14/14,Machinaw City,MI,45.8,-85,1
3530,09/14/14,Wisconsin Rapids,WI,44.3,-89.7,1
3531,09/14/14,Chalmette,LA,30,-89.9,1
3532,09/14/14,Chicago,IL,41.9,-87.6,1
3533,09/14/14,wadena,MN,46.5,-95.1,3
3534,09/14/14,Earlham,IA,41.4,-94.1,3
3535,09/14/14,Stump Creek,PA,41,-78.8,16
3536,09/14/14,Lyndhurst,OH,41.5,-81.6,1
3537,09/14/14,Belmont,MI,43.1,-85.6,2
3538,09/14/14,New London,MN,45.3,-95,4
3539,09/14/14,Millburn,NJ,40.7,-74.3,1
3540,09/14/14,Iowa City,IA,41.6,-91.6,12
3541,09/14/14,Santo,TX,32.6,-98.2,1
3542,09/14/14,Paris,ON,43.2,-80.4,21
3543,09/14/14,Moline,IL,41.5,-90.5,3
3544,09/14/14,Haliburton,ON,45.1,-78.5,1
3545,09/14/14,Santa Monica,CA,34,-118.5,2
3546,09/14/14,Salisbury,MA,42.8,-70.9,2
3547,09/14/14,Belmont,MI,43.1,-85.6,2
3548,09/14/14,Valparaiso,IN,41.5,-87.1,1
3549,09/14/14,Yellow Springs,OH,39.8,-83.9,1
3550,09/14/14,Holyoke,MA,42.2,-72.6,1
3551,09/14/14,Granby,MA,42.3,-72.5,1
3552,09/14/14,Mcgraw,NY,42.6,-76.1,1
3553,09/14/14,Chalk Mountain,TX,32.1,-97.9,2
3554,09/14/14,Fitchburg,WI,43,-89.4,1
3555,09/14/14,Madison,WI,43,-89.4,1
3556,09/13/14,ottawa,ON,45.3,-75.8,2
3557,09/13/14,Pocasset,MA,41.7,-70.6,1
3558,09/13/14,Oak Park,MI,42.5,-83.2,1
3559,09/13/14,Omaha,NE,41.3,-95.9,5
3560,09/13/14,Cedar Rapids,IA,42,-91.7,1
3561,09/13/14,Pacific,MO,38.5,-90.7,1
3562,09/13/14,Keene,NH,42.9,-72.3,1
3563,09/13/14,Fremont,NE,41.5,-96.5,3
3564,09/13/14,Toronto,ON,43.7,-79.4,3
3565,09/13/14,Columbus,WI,43.3,-89,1
3566,09/13/14,anderson,IN,40.1,-85.8,1
3567,09/13/14,Plattsmouth,NE,41,-96,1
3568,09/13/14,Minneapolis,MN,45,-93.5,1
3569,09/13/14,Burnsville,MN,44.7,-93.3,1
3570,09/13/14,Wauwatosa,WI,43,-88,1
3571,09/13/14,Milwaukee,WI,43,-87.9,2
3572,09/13/14,Naperville,IL,41.8,-88.1,1
3573,09/13/14,Plainfield,NJ,40.6,-74.4,1
3574,09/13/14,North charleston,SC,32.9,-80,2
3575,09/13/14,Trenton,OH,39.5,-84.5,2
3576,09/13/14,Fort Wayne,IN,41.1,-85.2,1
3577,09/13/14,Kendallville,IN,41.5,-85.3,1
3578,09/13/14,stockbridge,VT,43.8,-72.8,1
3579,09/13/14,New Hope,PA,40.4,-75,1
3580,09/13/14,Wisconsin Rapids,WI,44.3,-89.7,2
3581,09/13/14,Oceanville,NJ,39.5,-74.5,3
3582,09/13/14,Pleasant View,PE,46.9,-64.2,1
3583,09/13/14,Cypress,TX,30,-95.7,3
3584,09/13/14,Stony Brook,NY,40.9,-73.1,1
3585,09/13/14,Toronto,ON,43.7,-79.3,4
3586,09/13/14,North Bay,ON,46.3,-79.5,1
3587,09/13/14,Sioux Falls,SD,43.5,-96.7,11
3588,09/13/14,smithville flats,NY,42.4,-75.8,3
3589,09/13/14,Grand Manan Island,NB,30.2,-97.8,6
3590,09/13/14,Holyoke,MA,42.2,-72.6,1
3591,09/13/14,Narragansett,RI,41.4,-71.5,1
3592,09/13/14,Chalk Mountain,TX,32.1,-97.9,2
3593,09/13/14,Sheboygan,WI,43.7,-87.7,3
3594,09/13/14,Phoenix,AZ,33.5,-112.1,1
3595,09/12/14,Brookston,IN,40.6,-86.9,1
3596,09/12/14,Chickasha,OK,35,-98,1
3597,09/12/14,Austin,TX,30.2,-97.7,1
3598,09/12/14,Jacksonville,FL,30.3,-81.8,2
3599,09/12/14,Newark,DE,39.6,-75.7,4
3600,09/12/14,Plantation,FL,26.1,-80.2,1
3601,09/12/14,NEW IPSWICH,NH,42.7,-71.9,1
3602,09/12/14,Prineville,OR,44.3,-120.7,1
3603,09/12/14,Avon lake,OH,41.5,-82,5
3604,09/12/14,Athens,OH,39.3,-82.1,1
3605,09/12/14,Beltsville,MD,39,-76.9,1
3606,09/12/14,Delaplane,VA,38.9,-77.9,5
3607,09/12/14,king george,VA,38.3,-77.1,1
3608,09/12/14,Toronto,ON,43.7,-79.4,11
3609,09/12/14,Toronto,ON,43.7,-79.4,30
3610,09/12/14,Lancaster,PA,40.1,-76.3,3
3611,09/12/14,Barnesville,MD,39.2,-77.4,1
3612,09/12/14,Princeton,MA,42.5,-71.9,1
3613,09/12/14,Mer Rouge,LA,32.8,-91.7,5
3614,09/12/14,madison,CT,41.3,-72.6,1
3615,09/12/14,Fort Calhoun,NE,41.5,-96,5
3616,09/12/14,Pennsburg,PA,40.4,-75.5,2
3617,09/12/14,Hackensack,NJ,40.9,-74,3
3618,09/12/14,Spring hill,TN,35.8,-86.9,1
3619,09/12/14,Watch Hill,RI,41.3,-71.8,1
3620,09/12/14,Seaford,VA,37.2,-76.4,2
3621,09/12/14,Washington,DC,38.9,-77,1
3622,09/12/14,DeKalb,IL,41.9,-88.8,2
3623,09/11/14,Bowmanville,ON,43.9,-78.7,3
3624,09/11/14,Winston Salem,NC,36.1,-80.2,1
3625,09/11/14,Hattiesburg,MS,31.2,-89.3,1
3626,09/11/14,Perrysburg,OH,41.5,-83.6,2
3627,09/11/14,Neoga,IL,39.3,-88.4,3
3628,09/11/14,Stratford,CT,41.2,-73.1,1
3629,09/11/14,Newburgh,IN,38,-87.4,1
3630,09/11/14,Derwood,MD,39.1,-77.1,2
3631,09/11/14,McClure,OH,41.4,-83.9,3
3632,09/11/14,State College,PA,40.8,-77.8,4
3633,09/11/14,Sheboygan,WI,43.8,-88,37
3634,09/11/14,Fort Worth,TX,32.8,-97.3,1
3635,09/11/14,Valparaiso,IN,41.5,-87.1,1
3636,09/11/14,Fredericksburg,TX,30.3,-98.9,1
3637,09/11/14,State college,PA,40.8,-77.8,5
3638,09/11/14,Holyoke,MA,42.2,-72.6,1
3639,09/11/14,Clinton,CT,41.3,-72.5,2
3640,09/10/14,Toronto,ON,43.7,-79.4,8
3641,09/10/14,Flores,TAM,23.5,-99.7,3
3642,09/10/14,Del Valle,TX,30.2,-97.6,2
3643,09/10/14,Rockport,ME,44.2,-69.1,1
3644,09/10/14,Cleveland Heights,OH,41.5,-81.6,1
3645,09/10/14,Dewitt,NY,43,-76.2,1
3646,09/10/14,Ottawa,ON,45.3,-75.8,2
3647,09/10/14,Maumelle,AR,34.9,-92.4,1
3648,09/10/14,Newburgh,IN,38,-87.4,1
3649,09/10/14,Lexington,KY,38,-84.5,1
3650,09/10/14,South Park,PA,40.3,-80,1
3651,09/10/14,ottawa,ON,45.3,-75.8,2
3652,09/10/14,Cooper,ME,45,-67.4,2
3653,09/10/14,Teaneck,NJ,40.9,-74,1
3654,09/10/14,Rockvale,TN,35.7,-86.5,1
3655,09/10/14,North Bay,ON,46.3,-79.5,6
3656,09/10/14,Schuylerville,NY,43.1,-73.6,1
3657,09/10/14,mequon,WI,43.2,-88,1
3658,09/10/14,Porter,ME,43.8,-71,1
3659,09/10/14,Fries,VA,36.7,-81,1
3660,09/10/14,North Sutton,NH,43.4,-71.9,10
3661,09/10/14,Dalton,GA,34.8,-84.9,1
3662,09/10/14,Stratford,CT,41.2,-73.1,1
3663,09/10/14,Granville,NY,43.3,-73.3,2
3664,09/10/14,Parry Sound,ON,45.4,-80,1
3665,09/10/14,Livonia,MI,42.4,-83.4,2
3666,09/10/14,Pittsburgh,PA,40.5,-80,7
3667,09/10/14,Altoona,PA,40.5,-78.4,10
3668,09/10/14,Claremore,OK,36.3,-95.6,1
3669,09/10/14,Mississauga,ON,43.6,-79.7,2
3670,09/10/14,Midhurst,ON,44.5,-79.7,3
3671,09/10/14,Sydenham,ON,44.4,-76.6,5
3672,09/10/14,Fairview,TN,36,-87.1,2
3673,09/10/14,Yorkville,OH,40.2,-80.7,6
3674,09/10/14,Great Bend,KS,38.4,-98.8,1
3675,09/10/14,Chatham,ON,42.4,-82.2,3
3676,09/10/14,east grand rapids,MI,42.9,-85.6,3
3677,09/10/14,Unity,ME,44.6,-69.3,1
3678,09/10/14,stockbridge,VT,43.8,-72.8,1
3679,09/10/14,Columbus,OH,40.1,-83,2
3680,09/10/14,Nowata,OK,36.7,-95.6,1
3681,09/10/14,Plymouth,NH,43.8,-71.7,3
3682,09/10/14,Shelburne,VT,44.4,-73.2,1
3683,09/10/14,NYC,NY,40.8,-74,1
3684,09/10/14,Havana,FL,30.6,-84.4,1
3685,09/10/14,Saint-Faustin-Lac-Carrï¿½,QC,46.1,-74.5,1
3686,09/10/14,Saint-Faustin-Lac-Carrï¿½,QC,46.1,-74.5,3
3687,09/10/14,Saint-Faustin-Lac-Carrï¿½,QC,46.1,-74.5,1
3688,09/10/14,Horseshoe Bend,ID,44,-116.1,1
3689,09/10/14,cedar rapids,IA,42,-91.7,1
3690,09/10/14,Charlotte,VT,44.3,-73.2,12
3691,09/10/14,Chicopee,MA,42.1,-72.6,1
3692,09/10/14,Sainte-AdÃ¨le,QC,46,-74.1,1
3693,09/09/14,Stratford,ON,43.4,-81,4
3694,09/09/14,Clarkston,MI,42.7,-83.4,1
3695,09/09/14,Cincinnati,OH,39.1,-84.5,1
3696,09/09/14,woodridge,IL,41.8,-88,1
3697,09/09/14,La Porte,TX,29.7,-95,1
3698,09/09/14,Midland,ON,44.8,-79.9,1
3699,09/09/14,Canton,MI,42.3,-83.5,1
3700,09/09/14,Minnetonka,MN,44.9,-93.5,6
3701,09/09/14,Newburgh,IN,38,-87.4,3
3702,09/09/14,Arlington Hts,IL,42.1,-88,2
3703,09/09/14,Aylmer,QC,45.4,-75.8,1
3704,09/09/14,Charlotte,VT,44.3,-73.2,2
3705,09/09/14,Ottawa,ON,45.4,-75.7,1
3706,09/09/14,Lyndhurst,OH,41.5,-81.6,1
3707,09/09/14,windermere,FL,28.5,-81.6,2
3708,09/09/14,State college,PA,40.8,-77.8,1
3709,09/09/14,Blind Sodus Bay,NY,43.3,-76.7,12
3710,09/09/14,Crystal Lake,IL,42.2,-88.3,1
3711,09/09/14,Rochester,NY,43.2,-77.6,2
3712,09/09/14,McFarland,WI,43,-89.3,2
3713,09/09/14,Goshen,IN,41.6,-85.8,1
3714,09/09/14,Lancaster,PA,40.1,-76.3,1
3715,09/09/14,Petoskey,MI,45.3,-84.9,1
3716,09/09/14,Mont-Tremblant,QC,46.2,-74.6,3
3717,09/09/14,Mont-Tremblant,QC,46.2,-74.6,1
3718,09/09/14,Stephenville,TX,32.2,-98.2,2
3719,09/09/14,Tuscarora,PA,40.8,-76,2
3720,09/09/14,New Richmond,WI,45.2,-92.6,12
3721,09/09/14,Chatham,ON,42.4,-82.2,11
3722,09/09/14,Ste Agathe des Monts,QC,46.1,-74.3,2
3723,09/09/14,Skokie,IL,42,-87.7,1
3724,09/09/14,Beamsville,ON,43.2,-79.5,3
3725,09/09/14,Cato,NY,43.2,-76.6,1
3726,09/09/14,willis,TX,30.4,-95.5,1
3727,09/09/14,Monona,IA,43.1,-91.4,30
3728,09/09/14,Midhurst,ON,44.5,-79.7,4
3729,09/09/14,Stratford,CT,41.2,-73.1,1
3730,09/09/14,Midhurst,ON,44.5,-79.7,2
3731,09/09/14,Cleveland Heights,OH,41.5,-81.6,1
3732,09/09/14,Prairie City,IA,41.6,-93.3,3
3733,09/09/14,Hackensack,NJ,40.9,-74,2
3734,09/09/14,La Crosse,WI,43.8,-91.2,5
3735,09/09/14,Libertyville,IL,42.3,-87.9,1
3736,09/09/14,Round Lake,NY,42.9,-73.8,1
3737,09/09/14,Chicago,IL,41.9,-87.6,5
3738,09/09/14,Rockvale,TN,35.7,-86.5,3
3739,09/09/14,Grand Island,NY,43,-79,6
3740,09/09/14,Newmarket,ON,44.1,-79.5,3
3741,09/09/14,Palatine,IL,42.1,-88.1,1
3742,09/09/14,Westerville,OH,40.1,-82.9,1
3743,09/09/14,Onley,VA,37.7,-75.7,4
3744,09/09/14,Plano,IL,41.7,-88.5,1
3745,09/09/14,Stockbridge,GA,33.6,-84.2,1
3746,09/09/14,Oak Creek,WI,42.9,-87.9,2
3747,09/09/14,Perth,ON,44.9,-76.3,5
3748,09/09/14,Clarkston,MI,42.7,-83.4,1
3749,09/09/14,Sabinas,COA,27.9,-101.3,1
3750,09/09/14,wausau,WI,45,-89.7,4
3751,09/09/14,Alexandria Bay,NY,44.3,-75.9,6
3752,09/09/14,Montague,MI,43.4,-86.4,6
3753,09/09/14,Waring,TX,29.9,-98.8,1
3754,09/09/14,Chicopee,MA,42.1,-72.6,1
3755,09/09/14,York,ME,43.2,-70.7,4
3756,09/09/14,Madison,WI,43,-89.4,5
3757,09/09/14,Barrie,ON,44.4,-79.7,1
3758,09/09/14,Williamsburg,VA,37.3,-76.7,1
3759,09/09/14,Tully,NY,42.8,-76.1,1
3760,09/09/14,Hattieville,AR,35.3,-92.8,1
3761,09/08/14,Oliver,BC,49.2,-119.6,1
3762,09/08/14,Watauga,TX,32.9,-97.3,4
3763,09/08/14,Tully,NY,42.8,-76.1,1
3764,09/08/14,Madison,MS,32.5,-90.2,1
3765,09/08/14,Mer Rouge,LA,32.8,-91.7,2
3766,09/08/14,Carlisle,PA,40.2,-77.2,1
3767,09/08/14,ottawa,ON,45.3,-75.8,1
3768,09/08/14,Georgetown,OH,38.9,-83.9,1
3769,09/08/14,Carlisle,PA,40.2,-77.2,1
3770,09/08/14,Georgetown,OH,38.9,-83.9,1
3771,09/08/14,Newburgh,IN,38,-87.4,2
3772,09/08/14,DeLancey,NY,42.2,-75,1
3773,09/08/14,Doss,TX,30.5,-99.2,1
3774,09/08/14,Lansing,IL,41.6,-87.5,1
3775,09/08/14,Fort Wayne,IN,41.1,-85.2,1
3776,09/08/14,willis,TX,30.4,-95.5,1
3777,09/08/14,Burkburnett,TX,34.1,-98.6,1
3778,09/08/14,Newburgh,IN,38,-87.4,1
3779,09/08/14,Newmarket,ON,44.1,-79.5,2
3780,09/08/14,Fremont,NE,41.5,-96.5,2
3781,09/08/14,Monona,IA,43.1,-91.4,2
