City,State/Province,County,Date,Latitude,Longitude,year,month,day,Count,season,AQI,Temp_Mean
Boca Raton,FL,palmbeach,2021-02-16,26.4,-80.2,2021,2,16,25,Winter,51.0,
Dunnellon,FL,marion,2021-02-16,29.1,-82.4,2021,2,16,1,Winter,42.0,
Dunnellon,FL,citrus,2021-02-16,29.1,-82.4,2021,2,16,3,Winter,36.0,
Tempe,AZ,maricopa,2021-02-16,33.4,-111.9,2021,2,16,36,Winter,54.0,59.5
West Palm Beach,FL,palmbeach,2021-02-16,26.7,-80.1,2021,2,16,48,Winter,51.0,
Dundalk,MD,baltimore,2021-02-17,39.3,-76.5,2021,2,17,3,Winter,37.0,26.805555666666667
Crawfordville,FL,wakulla,2021-02-17,30.1,-84.2,2021,2,17,12,Winter,2.0,
Naples,FL,collier,2021-02-17,26.1,-81.8,2021,2,17,4,Winter,53.0,
Lecanto,FL,citrus,2021-02-17,28.9,-82.5,2021,2,17,1,Winter,44.0,
Naples,FL,collier,2021-02-18,26.1,-81.8,2021,2,18,8,Winter,50.0,
Delray Beach,FL,palmbeach,2021-02-18,26.5,-80.1,2021,2,18,32,Winter,53.0,
Coral Springs,FL,broward,2021-02-19,26.3,-80.3,2021,2,19,4,Winter,59.0,77.4975
Merritt Island,FL,brevard,2021-02-19,28.3,-80.7,2021,2,19,2,Winter,47.0,71.875
Boynton Beach,FL,palmbeach,2021-02-19,26.5,-80.1,2021,2,19,18,Winter,41.0,
Boynton Beach,FL,palmbeach,2021-02-19,26.5,-80.2,2021,2,19,6,Winter,41.0,
Lady Lake,FL,lake,2021-02-20,28.9,-81.9,2021,2,20,2,Winter,39.0,
Santa Cruz,CA,santacruz,2021-02-20,37.0,-122.0,2021,2,20,12,Winter,36.0,49.0
Fort Myers,FL,lee,2021-02-20,26.5,-81.8,2021,2,20,8,Winter,41.0,61.666667
Corona,CA,riverside,2021-02-21,33.9,-117.6,2021,2,21,2,Winter,43.0,59.720238142857134
Albany,GA,dougherty,2021-02-21,31.5,-84.4,2021,2,21,8,Winter,36.0,50.1
Hobe Sound,FL,martin,2021-02-21,27.1,-80.1,2021,2,21,2,Winter,42.0,
Gilbert,AZ,maricopa,2021-02-21,33.4,-111.8,2021,2,21,2,Winter,46.0,58.958333
Orlando,FL,brevard,2021-02-21,28.5,-81.5,2021,2,21,3,Winter,43.0,65.125
Orlando,FL,orange,2021-02-21,28.5,-81.5,2021,2,21,23,Winter,39.0,
Dunnellon,FL,citrus,2021-02-22,29.0,-82.5,2021,2,22,3,Winter,37.0,
Maricopa,AZ,pinal,2021-02-22,33.1,-112.0,2021,2,22,2,Winter,54.0,
Dunnellon,FL,marion,2021-02-22,29.0,-82.5,2021,2,22,1,Winter,38.0,
Bradenton,FL,manatee,2021-02-22,27.5,-82.4,2021,2,22,16,Winter,36.0,
Orange,CA,orange,2021-02-22,33.8,-117.8,2021,2,22,4,Winter,45.0,67.61458350000001
New Port Richey,FL,pasco,2021-02-22,28.2,-82.7,2021,2,22,6,Winter,38.0,
North Fort Myers,FL,lee,2021-02-22,26.7,-81.9,2021,2,22,8,Winter,36.0,69.875
Poway,CA,sandiego,2021-02-22,33.0,-117.1,2021,2,22,1,Winter,69.0,62.921875125
Fillmore,CA,ventura,2021-02-22,34.4,-118.9,2021,2,22,1,Winter,40.0,65.4305555
Gautier,MS,jackson,2021-02-22,30.4,-88.6,2021,2,22,2,Winter,42.0,63.625
Lehigh Acres,FL,lee,2021-02-22,26.6,-81.6,2021,2,22,4,Winter,36.0,69.875
Panacea,FL,wakulla,2021-02-22,29.9,-84.3,2021,2,22,40,Winter,32.0,60.625
New Port Richey,FL,pasco,2021-02-23,28.2,-82.7,2021,2,23,6,Winter,40.0,
Costa Mesa,CA,orange,2021-02-23,33.7,-117.9,2021,2,23,1,Winter,48.0,63.6875
West Palm Beach,FL,palmbeach,2021-02-23,26.7,-80.1,2021,2,23,24,Winter,40.0,
Boca Raton,FL,palmbeach,2021-02-23,26.4,-80.2,2021,2,23,25,Winter,40.0,
Summerfield,FL,marion,2021-02-23,29.0,-82.0,2021,2,23,1,Winter,48.0,
Mesa,AZ,maricopa,2021-02-23,33.4,-111.9,2021,2,23,1,Winter,66.0,60.75
Tampa,FL,hillsborough,2021-02-23,28.1,-82.5,2021,2,23,168,Winter,51.0,69.22916649999999
Spring Valley,CA,sandiego,2021-02-23,32.7,-117.0,2021,2,23,1,Winter,79.0,60.989583374999995
Saint Petersburg,FL,pinellas,2021-02-23,27.8,-82.6,2021,2,23,26,Winter,47.0,66.208333
Groveland,FL,lake,2021-02-23,28.6,-81.9,2021,2,23,1,Winter,44.0,
The Villages,FL,sumter,2021-02-23,28.9,-82.0,2021,2,23,2,Winter,,
Hollywood,FL,broward,2021-02-24,26.0,-80.4,2021,2,24,20,Winter,52.0,73.74166679999999
Coral Springs,FL,broward,2021-02-24,26.3,-80.3,2021,2,24,2,Winter,52.0,73.74166679999999
Winnetka,CA,losangeles,2021-02-24,34.2,-118.6,2021,2,24,2,Winter,61.0,60.11923069230769
Saint Augustine,FL,saintjohns,2021-02-24,29.8,-81.3,2021,2,24,7,Winter,,
Orlando,FL,orange,2021-02-24,28.5,-81.4,2021,2,24,23,Winter,44.0,
Crawfordville,FL,wakulla,2021-02-24,30.1,-84.2,2021,2,24,15,Winter,44.0,57.916667
Jacksonville,FL,saintjohns,2021-02-24,30.3,-81.4,2021,2,24,4,Winter,,
Orlando,FL,brevard,2021-02-24,28.5,-81.4,2021,2,24,3,Winter,52.0,67.5
Saint Petersburg,FL,pinellas,2021-02-24,27.8,-82.6,2021,2,24,26,Winter,52.0,61.75
Tampa,FL,hillsborough,2021-02-24,28.1,-82.5,2021,2,24,28,Winter,60.0,65.5
Jacksonville,FL,duval,2021-02-24,30.3,-81.4,2021,2,24,22,Winter,56.0,63.42499999999999
Winter Haven,FL,polk,2021-02-25,28.1,-81.7,2021,2,25,27,Winter,58.0,66.291667
Clermont,FL,lake,2021-02-25,28.4,-81.7,2021,2,25,3,Winter,48.0,
Key Largo,FL,monroe,2021-02-25,25.2,-80.4,2021,2,25,4,Winter,,
The Villages,FL,sumter,2021-02-25,28.9,-82.0,2021,2,25,4,Winter,,
New Port Richey,FL,pasco,2021-02-26,28.2,-82.7,2021,2,26,6,Winter,87.0,
Ocala,FL,marion,2021-02-26,29.2,-82.3,2021,2,26,8,Winter,54.0,
Ganado,TX,jackson,2021-02-26,29.0,-96.5,2021,2,26,1,Winter,,
Mill Valley,CA,marin,2021-02-26,37.9,-122.5,2021,2,26,4,Winter,43.0,
Chandler,AZ,maricopa,2021-02-26,33.3,-111.9,2021,2,26,4,Winter,57.0,55.583333
Tempe,AZ,maricopa,2021-02-26,33.4,-111.9,2021,2,26,20,Winter,57.0,55.583333
Nags Head,NC,dare,2021-02-27,35.8,-75.6,2021,2,27,1,Winter,,
Mountain View,CA,santaclara,2021-02-27,37.4,-122.1,2021,2,27,85,Winter,56.0,51.869565
Tampa,FL,hillsborough,2021-02-28,28.1,-82.5,2021,2,28,28,Winter,39.0,76.16666649999999
West Palm Beach,FL,palmbeach,2021-02-28,26.7,-80.1,2021,2,28,24,Winter,42.0,
Arcadia,FL,desoto,2021-02-28,27.2,-81.9,2021,2,28,3,Winter,,
Portland,OR,multnomah,2021-02-28,45.5,-122.6,2021,2,28,8,Winter,58.0,
Valrico,FL,hillsborough,2021-02-28,27.9,-82.2,2021,2,28,1,Winter,39.0,76.16666649999999
Naples,FL,collier,2021-02-28,26.1,-81.8,2021,2,28,4,Winter,34.0,
Arcadia,FL,desoto,2021-02-28,27.3,-81.9,2021,2,28,3,Winter,,
Thousand Oaks,CA,ventura,2021-02-28,34.2,-118.9,2021,2,28,3,Winter,44.0,58.48611116666667
Portland,OR,clackamas,2021-02-28,45.5,-122.6,2021,2,28,6,Winter,55.0,45.833333
Coral Springs,FL,broward,2021-02-28,26.3,-80.3,2021,2,28,2,Winter,52.0,78.09666680000001
San Antonio,TX,bexar,2021-02-28,29.6,-98.3,2021,2,28,32,Winter,70.0,70.625
Chula Vista,CA,sandiego,2021-02-28,32.6,-117.0,2021,2,28,3,Winter,63.0,58.64583325
Santa Cruz,CA,santacruz,2021-02-28,37.0,-122.0,2021,2,28,20,Winter,45.0,49.8125
San Antonio,TX,comal,2021-02-28,29.6,-98.3,2021,2,28,3,Winter,,
Fairhope,AL,baldwin,2021-02-28,30.5,-87.9,2021,2,28,2,Winter,,
Portland,OR,washington,2021-02-28,45.5,-122.6,2021,2,28,8,Winter,56.0,47.708333
Lockhart,TX,caldwell,2021-02-28,29.9,-97.7,2021,2,28,3,Winter,,
Port Lavaca,TX,calhoun,2021-03-01,28.7,-96.5,2021,3,1,10,Spring,,
Chula Vista,CA,sandiego,2021-03-01,32.6,-117.0,2021,3,1,1,Spring,77.0,59.593749875
Pompano Beach,FL,broward,2021-03-01,26.3,-80.2,2021,3,1,39,Spring,56.0,77.7708332
Winnetka,CA,losangeles,2021-03-01,34.2,-118.6,2021,3,1,2,Spring,64.0,58.63974361538462
Palm Beach Gardens,FL,palmbeach,2021-03-01,26.9,-80.1,2021,3,1,14,Spring,28.0,
North Fort Myers,FL,lee,2021-03-01,26.7,-81.9,2021,3,1,24,Spring,42.0,75.916667
Webster,TX,harris,2021-03-01,29.5,-95.1,2021,3,1,2,Spring,31.0,61.334133
Boca Raton,FL,palmbeach,2021-03-02,26.4,-80.2,2021,3,2,10,Spring,33.0,
Atlantic Beach,FL,duval,2021-03-02,30.3,-81.4,2021,3,2,5,Spring,36.0,59.191667
Burnet,TX,burnet,2021-03-02,30.8,-98.4,2021,3,2,1,Spring,,
Venice,CA,losangeles,2021-03-02,34.0,-118.5,2021,3,2,2,Spring,60.0,58.73685892307692
Rowland Heights,CA,losangeles,2021-03-02,34.0,-117.9,2021,3,2,6,Spring,60.0,58.73685892307692
West Palm Beach,FL,palmbeach,2021-03-02,26.7,-80.1,2021,3,2,24,Spring,33.0,
Chula Vista,CA,sandiego,2021-03-02,32.6,-117.0,2021,3,2,1,Spring,70.0,57.833333499999995
Tempe,AZ,maricopa,2021-03-02,33.4,-111.9,2021,3,2,8,Spring,192.0,61.833333
Tampa,FL,hillsborough,2021-03-02,28.1,-82.5,2021,3,2,112,Spring,50.0,76.02083350000001
Laguna Niguel,CA,orange,2021-03-02,33.5,-117.7,2021,3,2,2,Spring,42.0,59.80208325
Tyler,TX,smith,2021-03-03,32.3,-95.3,2021,3,3,10,Spring,48.0,52.434783
Spring Branch,TX,comal,2021-03-03,29.9,-98.5,2021,3,3,1,Spring,,
Caldwell,TX,burleson,2021-03-03,30.6,-96.5,2021,3,3,4,Spring,,
Kingsville,TX,kleberg,2021-03-03,27.5,-97.9,2021,3,3,5,Spring,,56.0
Iowa,LA,calcasieu,2021-03-03,30.2,-93.0,2021,3,3,2,Spring,42.0,
Buena Park,CA,orange,2021-03-03,33.9,-118.0,2021,3,3,2,Spring,47.0,50.8125
Estero,FL,lee,2021-03-03,26.4,-81.8,2021,3,3,3,Spring,39.0,70.791667
Long Beach,CA,losangeles,2021-03-03,33.8,-118.1,2021,3,3,20,Spring,57.0,49.60064092307693
Tampa,FL,hillsborough,2021-03-03,27.9,-82.5,2021,3,3,28,Spring,36.0,66.8125
Houston,TX,fortbend,2021-03-04,29.8,-95.6,2021,3,4,1,Spring,,
New Braunfels,TX,comal,2021-03-04,29.7,-98.1,2021,3,4,7,Spring,,
Houston,TX,harris,2021-03-04,29.8,-95.6,2021,3,4,43,Spring,58.0,56.42361127777778
Port Isabel,TX,cameron,2021-03-04,26.1,-97.3,2021,3,4,28,Spring,43.0,65.652778
Shipman,VA,nelson,2021-03-04,37.8,-78.8,2021,3,4,2,Spring,,
Boerne,TX,kendall,2021-03-04,29.8,-98.7,2021,3,4,3,Spring,,
Fort Hood,TX,bell,2021-03-04,31.2,-97.8,2021,3,4,6,Spring,74.0,59.022645
Carrizo Springs,TX,dimmit,2021-03-04,28.5,-99.8,2021,3,4,3,Spring,,
Slidell,LA,sainttammany,2021-03-04,30.2,-89.7,2021,3,4,2,Spring,,
Mountain View,CA,santaclara,2021-03-05,37.4,-122.1,2021,3,5,135,Spring,48.0,55.583333
Port Lavaca,TX,calhoun,2021-03-06,28.5,-96.5,2021,3,6,10,Spring,,
Santa Cruz,CA,santacruz,2021-03-06,37.0,-122.0,2021,3,6,8,Spring,37.0,50.916666500000005
Delray Beach,FL,palmbeach,2021-03-06,26.5,-80.1,2021,3,6,4,Spring,43.0,
Edinburg,TX,hidalgo,2021-03-06,26.3,-98.2,2021,3,6,6,Spring,48.0,63.291666500000005
Raymondville,TX,willacy,2021-03-06,26.5,-97.5,2021,3,6,8,Spring,,
La Mirada,CA,losangeles,2021-03-06,33.9,-118.0,2021,3,6,4,Spring,60.0,56.72275646153847
Tempe,AZ,maricopa,2021-03-06,33.4,-111.9,2021,3,6,4,Spring,197.0,71.416667
Cameron,LA,cameron,2021-03-06,29.7,-93.6,2021,3,6,12,Spring,,
Panama City,FL,bay,2021-03-06,30.2,-85.8,2021,3,6,24,Spring,56.0,
Raymondville,TX,willacy,2021-03-07,26.6,-97.5,2021,3,7,8,Spring,,
Burbank,CA,losangeles,2021-03-07,34.2,-118.3,2021,3,7,7,Spring,56.0,55.82211530769231
Arcadia,FL,desoto,2021-03-07,27.2,-81.9,2021,3,7,3,Spring,,
Miramar Beach,FL,walton,2021-03-07,30.4,-86.3,2021,3,7,3,Spring,,
Port Isabel,TX,cameron,2021-03-08,26.1,-97.3,2021,3,8,14,Spring,61.0,67.097222
Hollywood,FL,broward,2021-03-08,26.0,-80.2,2021,3,8,20,Spring,54.0,65.49249999999999
Tampa,FL,hillsborough,2021-03-08,28.0,-82.5,2021,3,8,28,Spring,52.0,59.395833499999995
Buena Park,CA,orange,2021-03-08,33.9,-118.0,2021,3,8,1,Spring,42.0,58.072916500000005
Pass Christian,MS,harrison,2021-03-08,30.3,-89.2,2021,3,8,8,Spring,87.0,55.995833
Tempe,AZ,maricopa,2021-03-09,33.4,-111.9,2021,3,9,4,Spring,192.0,68.458333
Pass Christian,MS,harrison,2021-03-09,30.3,-89.2,2021,3,9,4,Spring,61.0,58.895833
West Palm Beach,FL,palmbeach,2021-03-09,26.7,-80.1,2021,3,9,24,Spring,44.0,
Chandler,AZ,maricopa,2021-03-09,33.3,-111.8,2021,3,9,2,Spring,192.0,68.458333
Presidio,TX,presidio,2021-03-09,29.3,-103.8,2021,3,9,1,Spring,,
Pass Christian,MS,harrison,2021-03-10,30.3,-89.2,2021,3,10,4,Spring,44.0,65.325
Port Isabel,TX,cameron,2021-03-10,26.1,-97.3,2021,3,10,42,Spring,53.0,70.92632866666666
Presidio,TX,presidio,2021-03-10,29.3,-103.8,2021,3,10,1,Spring,,
Miami,FL,miami-dade,2021-03-10,25.7,-80.4,2021,3,10,408,Spring,45.0,70.52291650000001
Tybee Island,GA,chatham,2021-03-10,32.0,-80.8,2021,3,10,2,Spring,56.0,58.7375
Caldwell,TX,burleson,2021-03-11,30.6,-96.5,2021,3,11,1,Spring,,
Boerne,TX,kendall,2021-03-11,29.8,-98.7,2021,3,11,78,Spring,,
San Marcos,TX,hays,2021-03-11,29.9,-98.0,2021,3,11,5,Spring,,
Austin,TX,travis,2021-03-11,30.3,-97.9,2021,3,11,43,Spring,51.0,71.22916649999999
Austin,TX,williamson,2021-03-11,30.3,-97.9,2021,3,11,3,Spring,,
Austin,TX,hays,2021-03-11,30.3,-97.9,2021,3,11,1,Spring,,
Driftwood,TX,hays,2021-03-11,30.1,-98.0,2021,3,11,1,Spring,,
Terlingua,TX,brewster,2021-03-12,29.3,-103.6,2021,3,12,2,Spring,47.0,71.895833
Port Isabel,TX,cameron,2021-03-12,26.1,-97.3,2021,3,12,14,Spring,64.0,72.09722233333333
New Port Richey,FL,pasco,2021-03-12,28.2,-82.7,2021,3,12,36,Spring,48.0,
Austin,TX,williamson,2021-03-12,30.3,-97.7,2021,3,12,3,Spring,,
Houston,TX,fortbend,2021-03-12,29.7,-95.4,2021,3,12,3,Spring,,
Simi Valley,CA,ventura,2021-03-12,34.3,-118.8,2021,3,12,6,Spring,42.0,46.15277766666667
Snyder,TX,scurry,2021-03-12,32.7,-100.9,2021,3,12,8,Spring,,
Big Bend National Park,TX,brewster,2021-03-12,29.2,-103.6,2021,3,12,2,Spring,47.0,71.895833
Miramar Beach,FL,walton,2021-03-12,30.4,-86.3,2021,3,12,3,Spring,,
Austin,TX,travis,2021-03-12,30.3,-97.7,2021,3,12,43,Spring,46.0,72.11458350000001
Austin,TX,hays,2021-03-12,30.3,-97.7,2021,3,12,1,Spring,,
Imperial Beach,CA,sandiego,2021-03-12,32.6,-117.1,2021,3,12,8,Spring,47.0,49.83854175
Houston,TX,harris,2021-03-12,29.7,-95.4,2021,3,12,129,Spring,95.0,71.66435183333334
Gause,TX,milam,2021-03-12,30.7,-96.7,2021,3,12,2,Spring,,
San Diego,CA,sandiego,2021-03-13,32.8,-117.0,2021,3,13,20,Spring,51.0,52.338541625
Lampasas,TX,lampasas,2021-03-13,31.1,-98.2,2021,3,13,20,Spring,,
Montgomery,TX,montgomery,2021-03-13,30.4,-95.8,2021,3,13,1,Spring,41.0,69.583333
Westminster,CA,orange,2021-03-13,33.8,-118.0,2021,3,13,2,Spring,49.0,54.04166675
Orlando,FL,brevard,2021-03-13,28.5,-81.5,2021,3,13,6,Spring,43.0,68.416667
Dunnellon,FL,citrus,2021-03-13,29.1,-82.4,2021,3,13,12,Spring,46.0,
New Braunfels,TX,comal,2021-03-13,29.7,-98.1,2021,3,13,7,Spring,,
Simi Valley,CA,ventura,2021-03-13,34.3,-118.8,2021,3,13,3,Spring,44.0,49.548610833333335
Thousand Oaks,CA,ventura,2021-03-13,34.2,-118.9,2021,3,13,3,Spring,44.0,49.548610833333335
Tampa,FL,hillsborough,2021-03-13,28.0,-82.5,2021,3,13,56,Spring,55.0,70.54166649999999
Dunnellon,FL,marion,2021-03-13,29.1,-82.4,2021,3,13,4,Spring,51.0,
Gause,TX,milam,2021-03-13,30.7,-96.7,2021,3,13,4,Spring,,
Marble Falls,TX,burnet,2021-03-13,30.6,-98.3,2021,3,13,5,Spring,,
Canyon Lake,TX,comal,2021-03-13,29.9,-98.3,2021,3,13,4,Spring,,
Pearland,TX,brazoria,2021-03-13,29.6,-95.2,2021,3,13,3,Spring,33.0,70.75
Orlando,FL,orange,2021-03-13,28.5,-81.5,2021,3,13,46,Spring,44.0,
San Antonio,TX,comal,2021-03-14,29.6,-98.3,2021,3,14,3,Spring,,
San Antonio,TX,bexar,2021-03-14,29.4,-98.5,2021,3,14,64,Spring,51.0,63.60416683333333
Caldwell,TX,burleson,2021-03-14,30.6,-96.5,2021,3,14,3,Spring,,
Driftwood,TX,hays,2021-03-14,30.1,-98.0,2021,3,14,2,Spring,,
Flower Mound,TX,denton,2021-03-14,33.0,-97.1,2021,3,14,6,Spring,49.0,61.895833
Red Oak,TX,ellis,2021-03-14,32.6,-96.9,2021,3,14,16,Spring,43.0,61.666667
San Antonio,TX,comal,2021-03-14,29.6,-98.5,2021,3,14,6,Spring,,
San Antonio,TX,comal,2021-03-14,29.4,-98.5,2021,3,14,6,Spring,,
Spicewood,TX,travis,2021-03-14,30.5,-98.1,2021,3,14,2,Spring,52.0,61.1875
Dripping Springs,TX,hays,2021-03-14,30.3,-98.1,2021,3,14,4,Spring,,
San Antonio,TX,bexar,2021-03-14,29.6,-98.5,2021,3,14,64,Spring,51.0,63.60416683333333
Russellville,AR,pope,2021-03-14,35.3,-93.1,2021,3,14,1,Spring,,
Norman,OK,cleveland,2021-03-14,35.2,-97.5,2021,3,14,2,Spring,52.0,61.983333
La Porte,TX,harris,2021-03-14,29.7,-95.1,2021,3,14,5,Spring,42.0,66.61378894444445
Tybee Island,GA,chatham,2021-03-14,32.0,-80.8,2021,3,14,2,Spring,43.0,68.921591
San Antonio,TX,bexar,2021-03-14,29.6,-98.3,2021,3,14,32,Spring,51.0,63.60416683333333
Huntsville,TX,walker,2021-03-15,30.7,-95.6,2021,3,15,5,Spring,,
Douglassville,TX,cass,2021-03-15,33.2,-94.4,2021,3,15,2,Spring,,
Fallbrook,CA,sandiego,2021-03-15,33.4,-117.3,2021,3,15,2,Spring,44.0,51.489583499999995
Miami,FL,miami-dade,2021-03-15,25.7,-80.2,2021,3,15,68,Spring,46.0,72.19375
San Antonio,TX,comal,2021-03-15,29.6,-98.5,2021,3,15,3,Spring,,
Tulsa,OK,creek,2021-03-15,36.1,-95.9,2021,3,15,1,Spring,40.0,55.666667
Napa,CA,napa,2021-03-15,38.3,-122.3,2021,3,15,2,Spring,34.0,
Plano,TX,collin,2021-03-15,33.0,-96.7,2021,3,15,6,Spring,45.0,64.45833350000001
Clearwater,FL,pinellas,2021-03-15,28.0,-82.7,2021,3,15,18,Spring,48.0,70.916667
Driftwood,TX,hays,2021-03-15,30.1,-98.0,2021,3,15,5,Spring,,
Bonham,TX,fannin,2021-03-15,33.5,-96.1,2021,3,15,1,Spring,,
College Station,TX,brazos,2021-03-15,30.6,-96.3,2021,3,15,4,Spring,43.0,65.666667
Montgomery,TX,montgomery,2021-03-15,30.4,-95.8,2021,3,15,3,Spring,53.0,64.833333
Tomball,TX,harris,2021-03-15,30.1,-95.6,2021,3,15,3,Spring,62.0,68.61500972222223
San Antonio,TX,bexar,2021-03-15,29.6,-98.5,2021,3,15,32,Spring,64.0,65.72222216666667
Austin,TX,hays,2021-03-15,30.3,-97.6,2021,3,15,10,Spring,,
Comfort,TX,kendall,2021-03-15,30.0,-98.9,2021,3,15,3,Spring,,
Austin,TX,williamson,2021-03-15,30.3,-97.6,2021,3,15,30,Spring,,
Gause,TX,milam,2021-03-15,30.7,-96.7,2021,3,15,28,Spring,,
Port Isabel,TX,cameron,2021-03-15,26.1,-97.3,2021,3,15,84,Spring,62.0,69.79166666666667
Center Point,TX,kerr,2021-03-15,30.0,-99.0,2021,3,15,2,Spring,,
Austin,TX,travis,2021-03-15,30.3,-97.6,2021,3,15,430,Spring,57.0,67.14583325
Austin,TX,williamson,2021-03-15,30.3,-97.8,2021,3,15,3,Spring,,
Austin,TX,travis,2021-03-15,30.3,-97.7,2021,3,15,43,Spring,57.0,67.14583325
Gardendale,TX,ector,2021-03-15,32.0,-102.4,2021,3,15,3,Spring,40.0,60.0
Caldwell,TX,burleson,2021-03-15,30.6,-96.5,2021,3,15,2,Spring,,
Tulsa,OK,tulsa,2021-03-15,36.1,-95.9,2021,3,15,8,Spring,52.0,56.852976142857145
Tucson,AZ,pima,2021-03-15,32.4,-111.0,2021,3,15,19,Spring,46.0,56.5041667
Land O Lakes,FL,pasco,2021-03-15,28.3,-82.5,2021,3,15,12,Spring,46.0,
Estero,FL,lee,2021-03-15,26.4,-81.8,2021,3,15,5,Spring,43.0,73.083333
South Padre Island,TX,cameron,2021-03-15,26.1,-97.2,2021,3,15,9,Spring,62.0,69.79166666666667
Austin,TX,hays,2021-03-15,30.3,-97.8,2021,3,15,1,Spring,,
Killeen,TX,bell,2021-03-15,31.1,-97.7,2021,3,15,15,Spring,54.0,66.208333
Austin,TX,williamson,2021-03-15,30.3,-97.7,2021,3,15,3,Spring,,
Austin,TX,travis,2021-03-15,30.3,-97.8,2021,3,15,43,Spring,57.0,67.14583325
Austin,TX,hays,2021-03-15,30.3,-97.7,2021,3,15,1,Spring,,
Adkins,TX,bexar,2021-03-15,29.3,-98.2,2021,3,15,1,Spring,64.0,65.72222216666667
Caldwell,TX,burleson,2021-03-16,30.6,-96.5,2021,3,16,5,Spring,,
Dallas,TX,dallas,2021-03-16,32.9,-96.8,2021,3,16,23,Spring,31.0,70.2583336
San Antonio,TX,bexar,2021-03-16,29.4,-98.5,2021,3,16,32,Spring,67.0,71.03472233333333
Brookshire,TX,waller,2021-03-16,29.9,-95.9,2021,3,16,3,Spring,,
Kyle,TX,hays,2021-03-16,30.0,-97.9,2021,3,16,30,Spring,,
Marlow,OK,stephens,2021-03-16,34.6,-97.9,2021,3,16,3,Spring,,
Arcadia,FL,desoto,2021-03-16,27.2,-81.9,2021,3,16,6,Spring,,
Oakland,CA,alameda,2021-03-16,37.8,-122.2,2021,3,16,90,Spring,43.0,
Dallas,TX,collin,2021-03-16,32.9,-96.8,2021,3,16,2,Spring,35.0,69.145833
Howe,OK,leflore,2021-03-16,35.0,-94.6,2021,3,16,1,Spring,,
Austin,TX,hays,2021-03-16,30.3,-97.8,2021,3,16,4,Spring,,
Conroe,TX,montgomery,2021-03-16,30.3,-95.5,2021,3,16,14,Spring,52.0,70.791667
Roanoke,TX,denton,2021-03-16,33.0,-97.2,2021,3,16,10,Spring,56.0,67.5625
Austin,TX,travis,2021-03-16,30.3,-97.8,2021,3,16,172,Spring,66.0,70.83333350000001
Port O Connor,TX,calhoun,2021-03-16,28.5,-96.4,2021,3,16,2,Spring,,
Canyon Lake,TX,comal,2021-03-16,29.9,-98.2,2021,3,16,24,Spring,,
San Antonio,TX,comal,2021-03-16,29.5,-98.4,2021,3,16,3,Spring,,
San Antonio,TX,bexar,2021-03-16,29.5,-98.4,2021,3,16,32,Spring,67.0,71.03472233333333
San Antonio,TX,bexar,2021-03-16,29.5,-98.5,2021,3,16,160,Spring,67.0,71.03472233333333
Austin,TX,williamson,2021-03-16,30.3,-97.8,2021,3,16,12,Spring,,
Douglassville,TX,cass,2021-03-16,33.2,-94.4,2021,3,16,2,Spring,,
Woodland Hills,CA,losangeles,2021-03-16,34.2,-118.6,2021,3,16,3,Spring,49.0,49.76300353846154
Gause,TX,milam,2021-03-16,30.7,-96.7,2021,3,16,34,Spring,,
Montgomery,TX,montgomery,2021-03-16,30.4,-95.8,2021,3,16,6,Spring,52.0,70.791667
Plainview,TX,hale,2021-03-16,34.2,-101.7,2021,3,16,2,Spring,,
Dripping Springs,TX,hays,2021-03-16,30.2,-98.1,2021,3,16,4,Spring,,
San Antonio,TX,bexar,2021-03-16,29.6,-98.3,2021,3,16,32,Spring,67.0,71.03472233333333
San Antonio,TX,comal,2021-03-16,29.5,-98.5,2021,3,16,15,Spring,,
San Antonio,TX,comal,2021-03-16,29.6,-98.3,2021,3,16,3,Spring,,
San Antonio,TX,comal,2021-03-16,29.4,-98.5,2021,3,16,3,Spring,,
Estero,FL,lee,2021-03-16,26.4,-81.8,2021,3,16,6,Spring,39.0,73.666667
Estero,FL,lee,2021-03-17,26.4,-81.8,2021,3,17,3,Spring,39.0,73.833333
Carrollton,TX,denton,2021-03-17,33.0,-96.9,2021,3,17,2,Spring,59.0,58.208333
Rockport,TX,aransas,2021-03-17,28.0,-97.1,2021,3,17,44,Spring,,
Carrollton,TX,dallas,2021-03-17,33.0,-96.9,2021,3,17,2,Spring,60.0,60.158333400000004
Marble Falls,TX,burnet,2021-03-17,30.6,-98.4,2021,3,17,5,Spring,,
Houston,TX,fortbend,2021-03-17,29.6,-95.1,2021,3,17,5,Spring,,
New Orleans,LA,jefferson,2021-03-17,30.0,-90.2,2021,3,17,6,Spring,43.0,
New Orleans,LA,orleans,2021-03-17,30.0,-90.2,2021,3,17,24,Spring,56.0,
Caldwell,TX,burleson,2021-03-17,30.6,-96.5,2021,3,17,8,Spring,,
Paige,TX,bastrop,2021-03-17,30.3,-97.2,2021,3,17,9,Spring,,
Fort Worth,TX,tarrant,2021-03-17,32.8,-97.3,2021,3,17,70,Spring,64.0,58.5208335
Pottsboro,TX,grayson,2021-03-17,33.9,-96.7,2021,3,17,2,Spring,,
Buena Park,CA,orange,2021-03-17,33.9,-118.0,2021,3,17,3,Spring,51.0,54.03125
Orlando,FL,orange,2021-03-17,28.5,-81.4,2021,3,17,46,Spring,40.0,
Simsboro,LA,lincoln,2021-03-17,32.5,-92.8,2021,3,17,2,Spring,,
